,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
89,LP001310,1.0,1.0,0.0,0.0,0.0,5695.0,4167.0,175.0,360.0,1.0,1.0,1.0
90,LP001316,1.0,1.0,0.0,0.0,0.0,2958.0,2900.0,131.0,360.0,1.0,1.0,1.0
91,LP001318,1.0,1.0,2.0,0.0,0.0,6250.0,5654.0,188.0,180.0,1.0,1.0,1.0
92,LP001319,1.0,1.0,2.0,1.0,0.0,3273.0,1820.0,81.0,360.0,1.0,2.0,1.0
93,LP001322,1.0,0.0,0.0,0.0,0.0,4133.0,0.0,122.0,360.0,1.0,1.0,1.0
94,LP001325,1.0,0.0,0.0,1.0,0.0,3620.0,0.0,25.0,120.0,1.0,1.0,1.0
95,LP001326,1.0,0.0,0.0,0.0,-1.0,6782.0,0.0,128.0,360.0,1.0,2.0,0.0
96,LP001327,0.0,1.0,0.0,0.0,0.0,2484.0,2302.0,137.0,360.0,1.0,1.0,1.0
97,LP001333,1.0,1.0,0.0,0.0,0.0,1977.0,997.0,50.0,360.0,1.0,1.0,1.0
98,LP001334,1.0,1.0,0.0,1.0,0.0,4188.0,0.0,115.0,180.0,1.0,1.0,1.0
99,LP001343,1.0,1.0,0.0,0.0,0.0,1759.0,3541.0,131.0,360.0,1.0,1.0,1.0
100,LP001345,1.0,1.0,2.0,1.0,0.0,4288.0,3263.0,133.0,180.0,1.0,2.0,1.0
101,LP001349,1.0,0.0,0.0,0.0,0.0,4843.0,3806.0,151.0,360.0,1.0,1.0,1.0
102,LP001350,1.0,1.0,-1.0,0.0,0.0,13650.0,0.0,128.0,360.0,1.0,2.0,1.0
103,LP001356,1.0,1.0,0.0,0.0,0.0,4652.0,3583.0,128.0,360.0,1.0,1.0,1.0
104,LP001357,1.0,-1.0,-1.0,0.0,0.0,3816.0,754.0,160.0,360.0,1.0,2.0,1.0
105,LP001367,1.0,1.0,1.0,0.0,0.0,3052.0,1030.0,100.0,360.0,1.0,2.0,1.0
106,LP001369,1.0,1.0,2.0,0.0,0.0,11417.0,1126.0,225.0,360.0,1.0,2.0,1.0
107,LP001370,1.0,0.0,0.0,1.0,-1.0,7333.0,0.0,120.0,360.0,1.0,0.0,0.0
108,LP001379,1.0,1.0,2.0,0.0,0.0,3800.0,3600.0,216.0,360.0,0.0,2.0,0.0
109,LP001384,1.0,1.0,3.0,1.0,0.0,2071.0,754.0,94.0,480.0,1.0,1.0,1.0
110,LP001385,1.0,0.0,0.0,0.0,0.0,5316.0,0.0,136.0,360.0,1.0,2.0,1.0
111,LP001387,0.0,1.0,0.0,0.0,-1.0,2929.0,2333.0,139.0,360.0,1.0,1.0,1.0
112,LP001391,1.0,1.0,0.0,1.0,0.0,3572.0,4114.0,152.0,360.0,0.0,0.0,0.0
113,LP001392,0.0,0.0,1.0,0.0,1.0,7451.0,0.0,128.0,360.0,1.0,1.0,1.0
114,LP001398,1.0,0.0,0.0,0.0,-1.0,5050.0,0.0,118.0,360.0,1.0,1.0,1.0
115,LP001401,1.0,1.0,1.0,0.0,0.0,14583.0,0.0,185.0,180.0,1.0,0.0,1.0
116,LP001404,0.0,1.0,0.0,0.0,0.0,3167.0,2283.0,154.0,360.0,1.0,1.0,1.0
117,LP001405,1.0,1.0,1.0,0.0,0.0,2214.0,1398.0,85.0,360.0,1.0,2.0,1.0
118,LP001421,1.0,1.0,0.0,0.0,0.0,5568.0,2142.0,175.0,360.0,1.0,0.0,0.0
119,LP001422,0.0,0.0,0.0,0.0,0.0,10408.0,0.0,259.0,360.0,1.0,2.0,1.0
120,LP001426,1.0,1.0,-1.0,0.0,0.0,5667.0,2667.0,180.0,360.0,1.0,0.0,1.0
121,LP001430,0.0,0.0,0.0,0.0,0.0,4166.0,0.0,44.0,360.0,1.0,1.0,1.0
122,LP001431,0.0,0.0,0.0,0.0,0.0,2137.0,8980.0,137.0,360.0,0.0,1.0,1.0
123,LP001432,1.0,1.0,2.0,0.0,0.0,2957.0,0.0,81.0,360.0,1.0,1.0,1.0
124,LP001439,1.0,1.0,0.0,1.0,0.0,4300.0,2014.0,194.0,360.0,1.0,0.0,1.0
125,LP001443,0.0,0.0,0.0,0.0,0.0,3692.0,0.0,93.0,360.0,1.0,0.0,1.0
126,LP001448,-1.0,1.0,3.0,0.0,0.0,23803.0,0.0,370.0,360.0,1.0,0.0,1.0
127,LP001449,1.0,0.0,0.0,0.0,0.0,3865.0,1640.0,128.0,360.0,1.0,0.0,1.0
128,LP001451,1.0,1.0,1.0,0.0,1.0,10513.0,3850.0,160.0,180.0,0.0,2.0,0.0
129,LP001465,1.0,1.0,0.0,0.0,0.0,6080.0,2569.0,182.0,360.0,1.0,0.0,0.0
130,LP001469,1.0,0.0,0.0,0.0,1.0,20166.0,0.0,650.0,480.0,1.0,2.0,1.0
131,LP001473,1.0,0.0,0.0,0.0,0.0,2014.0,1929.0,74.0,360.0,1.0,2.0,1.0
132,LP001478,1.0,0.0,0.0,0.0,0.0,2718.0,0.0,70.0,360.0,1.0,1.0,1.0
133,LP001482,1.0,1.0,0.0,0.0,1.0,3459.0,0.0,25.0,120.0,1.0,1.0,1.0
134,LP001487,1.0,0.0,0.0,0.0,0.0,4895.0,0.0,102.0,360.0,1.0,1.0,1.0
135,LP001488,1.0,1.0,3.0,0.0,0.0,4000.0,7750.0,290.0,360.0,1.0,1.0,0.0
136,LP001489,0.0,1.0,0.0,0.0,0.0,4583.0,0.0,84.0,360.0,1.0,0.0,0.0
137,LP001491,1.0,1.0,2.0,0.0,1.0,3316.0,3500.0,88.0,360.0,1.0,2.0,1.0
138,LP001492,1.0,0.0,0.0,0.0,0.0,14999.0,0.0,242.0,360.0,0.0,1.0,0.0
139,LP001493,1.0,1.0,2.0,1.0,0.0,4200.0,1430.0,129.0,360.0,1.0,0.0,0.0
140,LP001497,1.0,1.0,2.0,0.0,0.0,5042.0,2083.0,185.0,360.0,1.0,0.0,0.0
141,LP001498,1.0,0.0,0.0,0.0,0.0,5417.0,0.0,168.0,360.0,1.0,2.0,1.0
142,LP001504,1.0,0.0,0.0,0.0,1.0,6950.0,0.0,175.0,180.0,1.0,1.0,1.0
143,LP001507,1.0,1.0,0.0,0.0,0.0,2698.0,2034.0,122.0,360.0,1.0,1.0,1.0
144,LP001508,1.0,1.0,2.0,0.0,0.0,11757.0,0.0,187.0,180.0,1.0,2.0,1.0
145,LP001514,0.0,1.0,0.0,0.0,0.0,2330.0,4486.0,100.0,360.0,1.0,1.0,1.0
146,LP001516,0.0,1.0,2.0,0.0,0.0,14866.0,0.0,70.0,360.0,1.0,2.0,1.0
147,LP001518,1.0,1.0,1.0,0.0,0.0,1538.0,1425.0,30.0,360.0,1.0,2.0,1.0
148,LP001519,0.0,0.0,0.0,0.0,0.0,10000.0,1666.0,225.0,360.0,1.0,0.0,0.0
149,LP001520,1.0,1.0,0.0,0.0,0.0,4860.0,830.0,125.0,360.0,1.0,1.0,1.0
150,LP001528,1.0,0.0,0.0,0.0,0.0,6277.0,0.0,118.0,360.0,0.0,0.0,0.0
151,LP001529,1.0,1.0,0.0,0.0,1.0,2577.0,3750.0,152.0,360.0,1.0,0.0,1.0
152,LP001531,1.0,0.0,0.0,0.0,0.0,9166.0,0.0,244.0,360.0,1.0,2.0,0.0
153,LP001532,1.0,1.0,2.0,1.0,0.0,2281.0,0.0,113.0,360.0,1.0,0.0,0.0
154,LP001535,1.0,0.0,0.0,0.0,0.0,3254.0,0.0,50.0,360.0,1.0,2.0,1.0
155,LP001536,1.0,1.0,3.0,0.0,0.0,39999.0,0.0,600.0,180.0,0.0,1.0,1.0
156,LP001541,1.0,1.0,1.0,0.0,0.0,6000.0,0.0,160.0,360.0,1.0,0.0,1.0
157,LP001543,1.0,1.0,1.0,0.0,0.0,9538.0,0.0,187.0,360.0,1.0,2.0,1.0
158,LP001546,1.0,0.0,0.0,0.0,-1.0,2980.0,2083.0,120.0,360.0,1.0,0.0,1.0
159,LP001552,1.0,1.0,0.0,0.0,0.0,4583.0,5625.0,255.0,360.0,1.0,1.0,1.0
160,LP001560,1.0,1.0,0.0,1.0,0.0,1863.0,1041.0,98.0,360.0,1.0,1.0,1.0
161,LP001562,1.0,1.0,0.0,0.0,0.0,7933.0,0.0,275.0,360.0,1.0,2.0,0.0
162,LP001565,1.0,1.0,1.0,0.0,0.0,3089.0,1280.0,121.0,360.0,0.0,1.0,0.0
163,LP001570,1.0,1.0,2.0,0.0,0.0,4167.0,1447.0,158.0,360.0,1.0,0.0,1.0
164,LP001572,1.0,1.0,0.0,0.0,0.0,9323.0,0.0,75.0,180.0,1.0,2.0,1.0
165,LP001574,1.0,1.0,0.0,0.0,0.0,3707.0,3166.0,182.0,360.0,1.0,0.0,1.0
166,LP001577,0.0,1.0,0.0,0.0,0.0,4583.0,0.0,112.0,360.0,1.0,0.0,0.0
167,LP001578,1.0,1.0,0.0,0.0,0.0,2439.0,3333.0,129.0,360.0,1.0,0.0,1.0
168,LP001579,1.0,0.0,0.0,0.0,0.0,2237.0,0.0,63.0,480.0,0.0,1.0,0.0
169,LP001580,1.0,1.0,2.0,0.0,0.0,8000.0,0.0,200.0,360.0,1.0,1.0,1.0
170,LP001581,1.0,1.0,0.0,1.0,-1.0,1820.0,1769.0,95.0,360.0,1.0,0.0,1.0
171,LP001585,-1.0,1.0,3.0,0.0,0.0,51763.0,0.0,700.0,300.0,1.0,2.0,1.0
172,LP001586,1.0,1.0,3.0,1.0,0.0,3522.0,0.0,81.0,180.0,1.0,0.0,0.0
173,LP001594,1.0,1.0,0.0,0.0,0.0,5708.0,5625.0,187.0,360.0,1.0,1.0,1.0
174,LP001603,1.0,1.0,0.0,1.0,1.0,4344.0,736.0,87.0,360.0,1.0,1.0,0.0
175,LP001606,1.0,1.0,0.0,0.0,0.0,3497.0,1964.0,116.0,360.0,1.0,0.0,1.0
176,LP001608,1.0,1.0,2.0,0.0,0.0,2045.0,1619.0,101.0,360.0,1.0,0.0,1.0
177,LP001610,1.0,1.0,3.0,0.0,0.0,5516.0,11300.0,495.0,360.0,0.0,1.0,0.0
178,LP001616,1.0,1.0,1.0,0.0,0.0,3750.0,0.0,116.0,360.0,1.0,1.0,1.0
179,LP001630,1.0,0.0,0.0,1.0,0.0,2333.0,1451.0,102.0,480.0,0.0,2.0,0.0
180,LP001633,1.0,1.0,1.0,0.0,0.0,6400.0,7250.0,180.0,360.0,0.0,2.0,0.0
181,LP001634,1.0,0.0,0.0,0.0,0.0,1916.0,5063.0,67.0,360.0,1.0,0.0,0.0
182,LP001636,1.0,1.0,0.0,0.0,0.0,4600.0,0.0,73.0,180.0,1.0,1.0,1.0
183,LP001637,1.0,1.0,1.0,0.0,0.0,33846.0,0.0,260.0,360.0,1.0,1.0,0.0
184,LP001639,0.0,1.0,0.0,0.0,0.0,3625.0,0.0,108.0,360.0,1.0,1.0,1.0
185,LP001640,1.0,1.0,0.0,0.0,1.0,39147.0,4750.0,120.0,360.0,1.0,1.0,1.0
186,LP001641,1.0,1.0,1.0,0.0,1.0,2178.0,0.0,66.0,300.0,0.0,0.0,0.0
187,LP001643,1.0,1.0,0.0,0.0,0.0,2383.0,2138.0,58.0,360.0,1.0,0.0,1.0
188,LP001644,-1.0,1.0,0.0,0.0,1.0,674.0,5296.0,168.0,360.0,1.0,0.0,1.0
189,LP001647,1.0,1.0,0.0,0.0,0.0,9328.0,0.0,188.0,180.0,1.0,0.0,1.0
190,LP001653,1.0,0.0,0.0,1.0,0.0,4885.0,0.0,48.0,360.0,1.0,0.0,1.0
191,LP001656,1.0,0.0,0.0,0.0,0.0,12000.0,0.0,164.0,360.0,1.0,1.0,0.0
192,LP001657,1.0,1.0,0.0,1.0,0.0,6033.0,0.0,160.0,360.0,1.0,2.0,0.0
193,LP001658,1.0,0.0,0.0,0.0,0.0,3858.0,0.0,76.0,360.0,1.0,1.0,1.0
194,LP001664,1.0,0.0,0.0,0.0,0.0,4191.0,0.0,120.0,360.0,1.0,0.0,1.0
195,LP001665,1.0,1.0,1.0,0.0,0.0,3125.0,2583.0,170.0,360.0,1.0,1.0,0.0
196,LP001666,1.0,0.0,0.0,0.0,0.0,8333.0,3750.0,187.0,360.0,1.0,0.0,1.0
197,LP001669,0.0,0.0,0.0,1.0,0.0,1907.0,2365.0,120.0,360.0,1.0,2.0,1.0
198,LP001671,0.0,1.0,0.0,0.0,0.0,3416.0,2816.0,113.0,360.0,1.0,1.0,1.0
199,LP001673,1.0,0.0,0.0,0.0,1.0,11000.0,0.0,83.0,360.0,1.0,2.0,0.0
200,LP001674,1.0,1.0,1.0,1.0,0.0,2600.0,2500.0,90.0,360.0,1.0,1.0,1.0
201,LP001677,1.0,0.0,2.0,0.0,0.0,4923.0,0.0,166.0,360.0,0.0,1.0,1.0
202,LP001682,1.0,1.0,3.0,1.0,0.0,3992.0,0.0,128.0,180.0,1.0,2.0,0.0
203,LP001688,1.0,1.0,1.0,1.0,0.0,3500.0,1083.0,135.0,360.0,1.0,2.0,1.0
204,LP001691,1.0,1.0,2.0,1.0,0.0,3917.0,0.0,124.0,360.0,1.0,1.0,1.0
205,LP001692,0.0,0.0,0.0,1.0,0.0,4408.0,0.0,120.0,360.0,1.0,1.0,1.0
206,LP001693,0.0,0.0,0.0,0.0,0.0,3244.0,0.0,80.0,360.0,1.0,2.0,1.0
207,LP001698,1.0,0.0,0.0,1.0,0.0,3975.0,2531.0,55.0,360.0,1.0,0.0,1.0
208,LP001699,1.0,0.0,0.0,0.0,0.0,2479.0,0.0,59.0,360.0,1.0,2.0,1.0
209,LP001702,1.0,0.0,0.0,0.0,0.0,3418.0,0.0,127.0,360.0,1.0,1.0,0.0
210,LP001708,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,214.0,360.0,1.0,1.0,0.0
211,LP001711,1.0,1.0,3.0,0.0,0.0,3430.0,1250.0,128.0,360.0,0.0,1.0,0.0
212,LP001713,1.0,1.0,1.0,0.0,1.0,7787.0,0.0,240.0,360.0,1.0,2.0,1.0
213,LP001715,1.0,1.0,3.0,1.0,1.0,5703.0,0.0,130.0,360.0,1.0,0.0,1.0
214,LP001716,1.0,1.0,0.0,0.0,0.0,3173.0,3021.0,137.0,360.0,1.0,2.0,1.0
215,LP001720,1.0,1.0,3.0,1.0,0.0,3850.0,983.0,100.0,360.0,1.0,1.0,1.0
216,LP001722,1.0,1.0,0.0,0.0,0.0,150.0,1800.0,135.0,360.0,1.0,0.0,0.0
217,LP001726,1.0,1.0,0.0,0.0,0.0,3727.0,1775.0,131.0,360.0,1.0,1.0,1.0
218,LP001732,1.0,1.0,2.0,0.0,-1.0,5000.0,0.0,72.0,360.0,0.0,1.0,0.0
219,LP001734,0.0,1.0,2.0,0.0,0.0,4283.0,2383.0,127.0,360.0,1.0,1.0,1.0
220,LP001736,1.0,1.0,0.0,0.0,0.0,2221.0,0.0,60.0,360.0,0.0,2.0,0.0
221,LP001743,1.0,1.0,2.0,0.0,0.0,4009.0,1717.0,116.0,360.0,1.0,1.0,1.0
222,LP001744,1.0,0.0,0.0,0.0,0.0,2971.0,2791.0,144.0,360.0,1.0,1.0,1.0
223,LP001749,1.0,1.0,0.0,0.0,0.0,7578.0,1010.0,175.0,360.0,1.0,1.0,1.0
224,LP001750,1.0,1.0,0.0,0.0,0.0,6250.0,0.0,128.0,360.0,1.0,1.0,1.0
225,LP001751,1.0,1.0,0.0,0.0,0.0,3250.0,0.0,170.0,360.0,1.0,0.0,0.0
226,LP001754,1.0,1.0,-1.0,1.0,1.0,4735.0,0.0,138.0,360.0,1.0,2.0,0.0
227,LP001758,1.0,1.0,2.0,0.0,0.0,6250.0,1695.0,210.0,360.0,1.0,1.0,1.0
228,LP001760,1.0,-1.0,-1.0,0.0,0.0,4758.0,0.0,158.0,480.0,1.0,1.0,1.0
229,LP001761,1.0,0.0,0.0,0.0,1.0,6400.0,0.0,200.0,360.0,1.0,0.0,1.0
230,LP001765,1.0,1.0,1.0,0.0,0.0,2491.0,2054.0,104.0,360.0,1.0,1.0,1.0
231,LP001768,1.0,1.0,0.0,0.0,-1.0,3716.0,0.0,42.0,180.0,1.0,0.0,1.0
232,LP001770,1.0,0.0,0.0,1.0,0.0,3189.0,2598.0,120.0,360.0,1.0,0.0,1.0
233,LP001776,0.0,0.0,0.0,0.0,0.0,8333.0,0.0,280.0,360.0,1.0,1.0,1.0
234,LP001778,1.0,1.0,1.0,0.0,0.0,3155.0,1779.0,140.0,360.0,1.0,1.0,1.0
235,LP001784,1.0,1.0,1.0,0.0,0.0,5500.0,1260.0,170.0,360.0,1.0,0.0,1.0
236,LP001786,1.0,1.0,0.0,0.0,-1.0,5746.0,0.0,255.0,360.0,1.0,2.0,0.0
237,LP001788,0.0,0.0,0.0,0.0,1.0,3463.0,0.0,122.0,360.0,1.0,2.0,1.0
238,LP001790,0.0,0.0,1.0,0.0,0.0,3812.0,0.0,112.0,360.0,1.0,0.0,1.0
239,LP001792,1.0,1.0,1.0,0.0,0.0,3315.0,0.0,96.0,360.0,1.0,1.0,1.0
240,LP001798,1.0,1.0,2.0,0.0,0.0,5819.0,5000.0,120.0,360.0,1.0,0.0,1.0
241,LP001800,1.0,1.0,1.0,1.0,0.0,2510.0,1983.0,140.0,180.0,1.0,2.0,0.0
242,LP001806,1.0,0.0,0.0,0.0,0.0,2965.0,5701.0,155.0,60.0,1.0,2.0,1.0
243,LP001807,1.0,1.0,2.0,0.0,1.0,6250.0,1300.0,108.0,360.0,1.0,0.0,1.0
